iter,t2,sumr,sumg,sumb
102,0.145986,93.620259,82.598982,86.876966
103,0.134421,93.655412,82.564755,86.750231
104,0.126976,93.651249,82.577706,86.822849
105,0.121772,93.496300,82.588807,86.698890
106,0.126276,93.594820,82.547641,86.637373
107,0.118213,93.487049,82.569380,86.586957
108,0.115874,93.512026,82.419519,86.691489
109,0.129956,90.681324,79.522459,84.173995
110,0.120846,90.667612,79.522931,84.122931
111,0.104880,90.772104,79.510165,84.215130
112,0.116467,90.584870,79.551773,84.177778
113,0.148776,90.639243,79.547045,84.230260
114,0.108133,90.495981,79.502600,84.004728
115,0.117496,90.293144,79.263830,83.919149
116,0.120684,90.316785,79.181560,83.904492
117,0.123414,90.223168,79.102600,83.492671
118,0.116148,89.996690,78.685579,82.236879
119,0.117486,89.963121,78.583924,81.916785
120,0.112209,89.813239,78.334752,81.375887
121,0.114705,89.721513,78.379669,81.802837
122,0.127569,89.854374,78.578251,82.593853
123,0.115847,89.976832,78.741844,83.064303
124,0.194313,90.523611,79.489815,83.994444
125,0.190810,93.043025,82.152174,86.442482
126,0.121100,92.903533,82.087409,86.335145
127,0.190420,92.897192,81.916667,86.002264
128,0.244530,92.778986,81.807971,85.690670
129,0.197044,92.745018,81.655344,85.178442
130,0.116870,92.681612,81.529438,84.836051
131,0.110167,92.687047,81.508605,84.633152
132,0.108240,92.658062,81.476449,84.623188
133,0.111840,92.646286,81.427083,84.681159
134,0.127284,92.570652,81.463768,84.629076
135,0.119419,92.607790,81.600091,84.982790
136,0.114370,92.614130,81.628170,85.125906
137,0.119740,92.590580,81.648098,85.272645
138,0.115327,92.714674,81.730525,85.496830
139,0.118986,92.817029,81.831975,85.939312
140,0.115715,92.862772,81.924366,86.116395
141,0.108105,92.914855,81.939764,86.026721
142,0.113986,92.905344,81.946558,85.999547
143,0.113086,90.002778,78.988426,83.373148
144,0.111399,89.683796,78.763426,83.260648
145,0.111930,89.664352,78.617593,83.149074
146,0.226883,88.843056,77.709722,82.384722
147,0.116235,88.760185,77.648148,82.340278
148,0.112015,88.654167,77.441204,81.990741
149,0.126183,88.209259,76.822222,80.877315
150,0.119480,88.238889,76.713426,80.772222
151,0.111808,87.712963,76.107870,79.675463
152,0.118079,87.705093,76.062037,79.575463
153,0.114129,87.591667,76.033333,79.635648
154,0.116605,87.825463,76.431481,80.936574
155,0.113246,87.935648,76.514352,81.066667
156,0.112458,87.965278,76.554167,81.093981
157,0.111840,88.081019,76.585648,81.038426
158,0.122626,87.420804,75.993853,80.652009
159,0.123514,87.356974,75.914894,80.313948
160,0.123792,87.426478,75.826005,79.870922
161,0.108991,87.976389,76.294444,80.063426
162,0.113262,87.934259,76.291204,79.948148
163,0.109658,87.294563,75.638771,79.374941
164,0.118557,87.454374,75.705910,79.533333
165,0.115729,87.443026,75.627423,79.704965
166,0.121713,87.437352,75.774941,79.544681
167,0.178068,87.530969,75.821749,79.786288
168,0.199775,91.956984,79.908418,83.382979
169,0.164313,92.250231,80.169288,83.524514
170,0.153022,92.487049,80.498150,83.706753
171,0.122380,92.185939,80.269195,83.530990
172,0.117233,91.952821,80.169750,83.470860
173,0.111779,91.938020,80.139685,83.355227
174,0.115971,91.970860,80.122109,83.385291
175,0.121031,91.730342,80.011563,83.586957
176,0.108715,91.666512,80.044403,83.603145
177,0.110970,91.687327,80.055504,83.623959
178,0.117828,91.442646,79.841351,83.383904
179,0.114862,91.320537,79.770120,83.280759
180,0.112812,91.174838,79.403330,82.614246
181,0.121358,91.125347,79.348751,82.575393
182,0.108114,91.043941,79.222942,82.357539
183,0.110978,90.768733,79.025902,82.180389
184,0.110938,90.762257,79.014801,82.168363
185,0.142139,90.672063,79.036078,82.255782
186,0.161493,90.604533,78.963460,82.158187
187,0.129850,90.542553,78.926920,82.091582
188,0.112863,90.498150,78.857539,82.121184
189,0.108936,90.498612,78.837188,82.120722
190,0.124774,90.443571,78.943571,82.166975
191,0.111057,90.479648,78.942646,82.244681
192,0.113776,90.574468,79.028215,82.225254
193,0.115726,90.500925,79.053191,82.346438
194,0.123272,90.590657,79.074931,82.251156
195,0.117820,90.635985,79.107771,82.243756
196,0.111580,90.656799,79.076781,82.283996
197,0.108246,90.693802,79.065217,82.307586
198,0.118974,87.900709,76.460047,79.922459
199,0.110444,87.847281,76.450118,79.948463
200,0.110873,87.843499,76.365012,79.831206
201,0.118420,88.373611,76.789815,80.178704
202,0.146985,88.326852,76.757407,80.157407
203,0.230827,88.324537,76.783333,80.196296
204,0.137881,88.332870,76.822685,80.215741
205,0.120086,88.312963,76.804630,80.245833
206,0.121819,88.035185,76.546296,80.025463
207,0.126497,87.157447,75.582979,79.205674
208,0.127050,86.871868,75.196690,78.725768
209,0.109814,86.767849,75.165957,78.770213
210,0.117636,86.643499,75.178723,78.799527
211,0.112569,86.652955,74.965012,78.777305
212,0.109941,86.695035,75.042080,78.838298
213,0.133422,88.528605,76.505910,80.560284
214,0.119285,88.408038,76.592435,80.600000
215,0.121642,88.473759,76.695035,80.713002
216,0.117717,88.579196,76.678014,80.616548
217,0.127921,91.186864,79.417669,82.845513
218,0.119830,91.314986,79.561517,83.281221
219,0.126193,90.847364,79.430157,82.915356
220,0.122540,90.952359,79.568455,82.938483
221,0.161185,91.096207,79.678538,83.084181
222,0.149386,91.176688,79.851064,83.316836
223,0.125504,91.473636,79.999075,83.359852
224,0.113797,91.401480,79.976873,83.344588
225,0.108734,91.415819,79.871415,83.249769
226,0.118161,91.383441,79.876966,83.246068
227,0.104489,91.587419,79.792784,83.376966
228,0.121883,91.515726,79.833025,83.669288
229,0.110479,91.611933,80.179001,83.648474
230,0.114957,92.138587,80.730978,84.184783
231,0.117024,89.575000,78.113889,81.933333
232,0.119900,89.669907,78.158333,82.161111
233,0.112574,92.292572,80.817935,84.288496
234,0.117865,91.810361,80.420907,83.805273
235,0.138209,91.870028,80.459297,83.838575
236,0.110158,92.005088,80.548104,83.921832
237,0.111593,92.458333,81.068841,84.269475
238,0.129104,92.004625,80.534690,83.994912
239,0.112340,91.975023,80.595282,83.969935
240,0.124850,92.574275,81.168478,84.402174
241,0.118465,92.485960,81.182518,84.344656
242,0.123499,92.571558,81.265851,84.373641
243,0.111881,92.600091,81.274909,84.407609
244,0.122556,92.546196,81.187500,84.275362
245,0.116699,92.600543,81.227355,84.344656
246,0.115043,92.596467,81.255888,84.435236
247,0.119667,92.654891,81.243207,84.369565
248,0.125707,92.663496,81.408514,84.428895
249,0.108986,92.645380,81.430707,84.442482
250,0.119604,92.679348,81.471014,84.647645
251,0.159929,92.543478,81.345109,84.519928
252,0.223927,92.376812,81.178895,84.437500
253,0.194262,89.851852,78.710185,82.409259
254,0.237194,90.010185,78.883796,82.564815
255,0.281629,89.934259,78.830556,82.466204
256,0.249778,89.968056,78.842593,82.570370
257,0.257831,90.043056,78.839815,82.531481
258,0.226543,89.956481,78.746296,82.437037
259,0.223362,89.934259,78.718981,82.475463
260,0.143137,89.886574,78.641667,82.359259
261,0.123886,89.914352,78.628241,82.342593
262,0.120201,89.859722,78.669907,82.363426
263,0.112567,89.775000,78.707407,82.324537
264,0.121457,89.887500,78.727778,82.340278
265,0.112591,89.805556,78.573148,82.185648
266,0.119113,89.881019,78.589352,82.181019
267,0.119976,89.932870,78.609722,82.440278
268,0.119112,89.930556,78.596296,82.505556
269,0.116701,89.986574,78.701389,82.649537
270,0.116979,90.205093,78.812963,82.851389
271,0.120572,90.131481,78.863426,82.906481
272,0.117415,89.989815,78.789815,82.795370
273,0.116109,90.343519,79.008333,83.094907
274,0.135741,90.495370,79.120833,83.189352
275,0.113337,90.703704,79.325463,83.274074
276,0.122591,90.627778,79.360648,83.287963
277,0.120233,90.462500,79.250463,82.992593
278,0.118747,90.026852,78.572685,82.275463
279,0.116026,89.901389,78.435648,82.146296
280,0.115369,89.642593,78.197685,81.895370
281,0.124031,89.602315,78.175926,81.897685
282,0.118914,89.555556,78.142130,81.733796
283,0.112909,89.683796,78.187037,81.773611
284,0.118066,89.738426,78.374537,81.848148
285,0.108980,89.831944,78.494907,82.044907
286,0.126718,90.015278,78.725463,82.262037
287,0.108786,90.573148,79.086574,82.796296
288,0.118405,90.505093,79.013426,82.714815
289,0.113497,90.168981,78.724074,82.521296
290,0.111835,90.144444,78.686111,82.453241
291,0.113102,92.010870,80.750906,84.313859
292,0.193823,91.983243,80.700634,84.203351
293,0.122908,92.066123,80.760870,84.125906
294,0.155315,92.031703,80.675725,84.128170
295,0.122806,91.988225,80.673460,84.129982
296,0.148023,91.876359,80.581069,84.004982
297,0.128353,91.619112,80.382246,83.786232
298,0.126044,91.554801,80.359601,83.677083
299,0.117218,91.672554,80.362772,83.706975
300,0.123467,91.697917,80.343297,83.669837
301,0.119963,91.583333,80.326540,83.531703
302,0.122769,91.845109,80.549819,83.827899
303,0.112783,92.080163,80.715127,84.037591
304,0.110535,91.975543,80.725543,83.983243
305,0.114417,92.177989,80.745924,83.952899
306,0.116552,92.425272,80.937047,84.084239
307,0.141527,92.427536,80.909873,84.076993
308,0.125346,92.448370,80.990942,84.118207
309,0.116846,89.482407,78.199537,81.807870
310,0.124800,89.363889,78.072685,81.881019
311,0.126680,91.713768,80.486866,83.790308
312,0.117455,91.709692,80.504982,83.783967
313,0.116289,91.920743,80.602355,83.941576
314,0.111801,92.002264,80.585145,83.924366
315,0.109829,89.492593,78.174074,81.842593
316,0.128020,89.418519,78.195370,81.899074
317,0.119656,89.396296,78.210185,81.924537
318,0.115466,89.383333,78.187037,82.029630
319,0.152102,89.314815,78.136111,81.895833
320,0.128361,89.537500,78.206944,82.086574
321,0.117364,89.697222,78.352778,82.234722
322,0.130204,92.353261,81.029438,84.335598
323,0.112659,92.390399,80.990489,84.258605
324,0.120866,92.034873,80.815670,84.173007
325,0.129608,91.988678,80.764493,84.149457
326,0.119733,91.955163,80.586957,83.976449
327,0.135320,91.768116,80.468297,83.982790
328,0.113512,91.696105,80.363225,83.875000
329,0.120229,91.495471,80.246830,83.721014
330,0.152893,91.410779,80.206975,83.485960
331,0.172461,91.547554,80.084692,83.281703
332,0.110319,91.616848,80.079710,83.340580
333,0.118343,91.558424,80.085598,83.259964
334,0.181579,91.429801,80.094656,83.355978
335,0.195397,91.450634,80.146286,83.251359
336,0.197417,88.932870,77.615741,81.140741
337,0.218212,89.013889,77.722222,81.339815
338,0.217007,88.905556,77.704167,81.618056
339,0.137474,88.924537,77.661111,81.616204
340,0.129732,89.389815,77.972222,81.909722
341,0.211288,91.744565,80.207428,83.760870
342,2.670227,93.886322,82.812953,87.567029
343,0.194934,94.757246,83.985054,89.106884
344,0.188205,95.350996,84.823822,90.091938
345,0.133045,95.347826,84.921196,90.228714
346,0.135071,95.406703,85.350996,91.694293
347,0.107321,95.377717,85.386775,91.935236
348,0.118216,95.348279,85.432518,92.325634
349,0.116266,95.214674,85.181159,92.159420
350,0.140645,95.153080,85.180254,92.191123
351,0.138886,95.323370,85.414855,92.530797
352,0.120097,95.358243,85.289402,92.322011
353,0.136881,95.344656,85.219656,92.244565
354,0.115096,95.548460,85.490036,92.826087
355,0.128147,95.877717,85.851902,93.243207
356,0.133388,95.964221,85.952899,93.281703
357,0.111540,96.481431,86.484601,94.048007
358,0.135881,94.050463,84.131019,91.521759
359,0.124015,94.084259,84.139815,91.292593
360,0.115696,95.947464,85.769475,92.466938
361,0.143244,96.151268,85.684783,92.899457
362,0.116093,92.771429,82.638095,89.904762
363,0.123662,92.878458,83.076190,90.331973
364,0.118771,92.905215,83.047619,90.378231
365,0.133705,95.985217,86.193043,92.863043
366,0.120211,96.003913,86.126522,92.987391
367,0.116863,96.004348,86.028261,93.201739
368,0.111467,96.042174,86.067391,92.983913
369,0.115594,96.125652,86.164783,92.927391
370,0.117242,96.050870,86.161739,92.683913
371,0.110454,96.083478,86.206957,92.812174
372,0.124026,95.852174,86.054783,92.493478
373,0.117934,95.891304,86.032174,92.420000
374,0.123410,95.673043,85.771304,92.102174
375,0.113111,95.588261,85.549130,92.050000
376,0.115523,95.550000,85.592609,91.998696
377,0.118452,93.751389,83.557407,90.683333
378,0.111373,93.727315,83.613889,90.638889
379,0.112989,92.419501,82.400907,89.443537
380,0.115959,92.355556,82.488435,89.539683
381,0.118166,92.190930,82.297506,89.183220
382,0.117628,92.389569,82.309297,89.210431
383,0.116717,92.420862,82.359637,89.140136
384,0.113285,92.421769,82.410884,89.156916
385,0.207432,94.808341,84.892635,91.358917
386,0.121940,94.866016,84.976043,91.386424
387,0.131985,94.714286,84.877995,91.327418
388,0.134705,94.735581,84.887755,91.415262
389,0.116923,94.810115,84.910382,91.352706
390,0.116528,94.853150,84.980035,91.400621
391,0.115434,94.946761,85.099823,91.602928
392,0.116748,96.053478,86.001739,92.439130
393,0.114491,95.923043,86.028261,92.333913
394,0.106950,95.797826,85.880000,92.179130
395,0.122871,95.948696,85.812174,92.245652
396,0.119303,95.904783,85.854348,92.240000
397,0.120579,95.899130,85.855217,92.351739
398,0.133883,95.820435,85.918261,92.068696
399,0.114126,95.954783,86.024348,92.506522
400,0.108646,95.930435,85.971304,92.440870
401,0.115201,96.132609,86.164348,92.640000
402,0.127399,96.042174,85.989565,92.314348
403,0.113730,96.006522,85.893478,92.439565
404,0.118436,95.131766,85.079858,91.689441
405,0.114052,95.138421,85.137977,91.836735
406,0.113690,95.075421,85.188554,91.930790
407,0.123964,96.060435,86.140000,92.506087
408,0.122746,96.162174,86.080435,92.888261
409,0.111444,96.043913,86.084348,92.686087
410,0.114469,96.009130,86.118261,92.650870
411,0.115486,95.381544,85.327862,92.160160
412,0.121366,92.984127,82.947392,90.188662
413,0.115754,93.081179,82.995011,90.042630
414,0.116475,93.092063,83.163719,90.074830
415,0.114735,93.242630,83.340136,90.211338
416,0.121520,93.221769,83.172789,90.134240
417,0.114972,93.290703,83.234921,90.006803
418,0.125429,93.418141,83.304308,89.926984
419,0.116349,93.342404,83.292063,90.135147
420,0.108196,93.370975,83.304308,90.124717
421,0.179943,93.731066,83.828571,90.639909
422,0.128389,93.804082,83.800454,90.634014
423,0.117146,95.949867,86.001331,92.535049
424,0.111235,96.029281,86.034161,92.461846
425,0.115764,96.110914,85.968500,92.500887
426,0.109970,93.660771,83.670748,90.638095
427,0.117504,93.626304,83.619048,90.487528
428,0.109607,93.521088,83.575964,90.432200
429,0.116838,93.526984,83.582313,90.644444
430,0.176744,93.460317,83.260317,89.891610
431,0.109866,93.383220,83.092517,89.687528
432,0.113838,92.559184,82.348753,88.961905
433,0.125159,96.913591,86.451151,92.392531
434,0.113078,93.835404,83.451198,89.618012
435,0.121345,93.728483,83.432564,89.653505
436,0.112795,93.722272,83.417036,89.643744
437,0.107558,93.376664,83.001775,89.109583
438,0.110626,93.360692,82.979592,89.031056
439,0.118293,93.447205,82.867791,89.163709
440,0.119912,93.282165,82.851375,89.324312
441,0.119221,93.300355,82.816770,89.289264
442,0.113803,93.317657,82.854925,89.194765
443,0.119540,93.389530,82.916593,89.236025
444,0.116346,93.481366,82.993789,89.204969
445,0.117248,94.176131,83.630878,89.864241
446,0.121249,94.591393,83.888199,90.166371
447,0.108393,93.375057,82.539683,89.035828
448,0.112158,92.616327,81.926984,88.207710
449,0.122065,94.875776,84.193878,90.013310
450,0.116782,94.848713,84.209849,89.976043
451,0.113887,95.051908,84.252884,90.009760
452,0.114638,93.081633,82.216327,88.332880
453,0.126197,92.799093,82.037642,88.247166
454,0.142673,93.199093,82.396825,88.703401
455,0.116794,93.136054,82.375510,88.573696
456,0.108457,93.208163,82.402721,88.886168
457,0.116403,92.967347,82.413152,88.880272
458,0.116583,92.239456,81.773243,88.151474
459,0.112201,93.129778,82.441333,88.992444
460,0.108817,93.155556,82.496889,88.483556
461,0.109615,94.436557,83.811890,89.250222
462,0.106565,94.006655,83.068323,88.027507
463,0.117749,93.589175,82.703638,87.241792
464,0.115068,92.612245,81.665040,85.762201
465,0.118927,91.512866,80.500444,84.305679
466,0.111542,91.393523,80.239130,84.031943
467,0.126767,91.011091,79.823425,83.749778
468,0.129342,90.846051,79.714729,84.216060
469,0.106558,90.786602,79.803461,84.348713
470,0.116718,90.995563,80.263975,85.176131
471,0.120444,90.854037,80.131322,85.180124
472,0.132478,90.692990,80.078527,85.030612
473,0.113070,90.169033,79.346939,84.281721
474,0.114326,89.887311,79.118900,83.770630
475,0.109256,89.789264,78.966726,83.728483
476,0.118081,89.545253,78.755989,83.741792
477,0.130387,89.262644,78.606477,83.763975
478,0.111856,87.133333,76.655782,82.431746
479,0.110700,87.933787,77.580499,83.400454
480,0.120920,87.960091,77.538322,83.275283
481,0.105164,87.886168,77.390023,82.902041
482,0.118098,90.453416,79.611801,84.123780
483,0.112695,88.165079,77.095238,81.870295
484,0.116051,88.184580,77.145578,81.943764
485,0.108301,88.613605,77.834921,82.496145
486,0.108163,88.731066,77.891156,82.614966
487,0.120799,91.299911,80.465839,84.977817
488,0.106693,91.547915,80.618456,85.266193
489,0.113609,91.578527,80.654392,85.326531
490,0.126893,91.652618,80.818545,85.543478
491,0.174983,91.733807,80.869122,85.609139
492,0.120385,92.094499,81.101154,85.994232
493,0.132795,89.546032,78.489796,83.528798
494,0.109855,89.462585,78.483447,83.501134
495,0.128857,92.106477,80.928571,85.510648
496,0.117718,91.954303,80.757320,85.263088
497,0.137808,91.661491,80.832742,85.408163
498,0.146793,91.567436,80.832742,85.522626
499,0.140490,88.512925,77.720635,82.589569
500,0.222438,91.662822,80.688997,84.881100
501,0.208034,91.647294,80.752884,85.043922
502,0.229196,91.074978,80.183673,85.008429
503,0.209706,91.399290,80.480923,85.421473
504,0.227201,91.551908,80.596273,85.862910
505,0.281466,90.502948,80.239456,86.507937
506,0.217901,93.692547,83.787933,89.241792
507,0.229358,93.717835,83.583407,89.344277
508,0.211691,93.570098,83.511091,89.112689
509,0.213504,93.549246,83.488021,88.976930
510,0.241512,92.827862,82.499556,87.704525
511,0.247714,92.746673,82.390417,87.566992
512,0.252155,93.508429,83.172582,88.409494
513,0.248807,90.967800,80.623129,86.221315
514,0.220093,90.841723,80.501587,86.097506
515,0.248686,90.287982,79.707483,85.280726
516,0.247235,92.704969,82.407276,87.649068
517,0.225701,92.642413,82.358474,87.328305
518,0.228649,90.097052,79.690249,85.003628
519,0.249930,92.399734,81.999556,87.026176
520,0.222971,92.434339,82.026176,86.921917
521,0.215373,92.419255,82.102484,86.981810
522,0.221863,92.427684,82.125111,87.095830
523,0.202421,92.463177,82.070985,87.129104
524,0.218804,92.514197,82.089618,87.066548
525,0.114376,92.543478,82.110914,87.102928
526,0.127057,92.373558,81.956522,86.846051
527,0.123658,92.208518,81.740018,86.347826
528,0.121251,92.184117,81.620674,86.240461
529,0.133784,92.241349,81.598492,86.144632
530,0.126720,92.296806,81.638421,86.238243
531,0.119700,92.404614,81.917480,86.664153
532,0.122393,92.521739,82.135315,86.891748
533,0.113866,92.523514,82.175688,87.216948
534,0.121939,92.386424,82.061668,87.180568
535,0.124530,92.376220,81.952529,87.133097
536,0.120320,92.292813,81.812334,87.035936
537,0.123070,92.233807,81.878438,87.120674
538,0.113204,92.204525,81.911713,87.138421
539,0.109593,92.262644,81.948980,87.198758
540,0.130059,92.241349,82.078083,87.236469
541,0.116124,92.248447,81.999556,87.137977
542,0.117010,92.023070,81.344277,86.728926
543,0.116117,91.308784,80.654392,85.976486
544,0.110611,91.073647,80.470275,86.043922
545,0.109645,89.500444,79.248004,84.648625
546,0.123629,89.405945,79.131322,84.303461
547,0.128134,89.330524,79.044809,84.682343
548,0.123308,89.482254,79.049689,84.623780
549,0.118079,89.971606,79.452529,85.085626
550,0.120029,90.228039,79.645519,85.441437
551,0.113389,90.402839,79.793256,85.489796
552,0.124840,90.658385,80.224490,86.201420
553,0.107709,91.039485,80.576309,86.371783
554,0.120578,91.779059,81.347382,87.262644
555,0.117528,92.769299,82.121118,87.929015
556,0.134776,92.913931,82.170364,87.879326
557,0.162375,93.110914,82.355368,87.828749
558,0.105922,93.181012,82.278172,88.012422
559,0.116996,93.263088,82.594499,88.137090
560,0.124744,93.271074,82.569654,88.082076
561,0.118371,93.251996,82.417924,87.772405
562,0.119091,93.429902,82.434339,88.045253
563,0.106502,93.463620,82.450311,87.996007
564,0.117760,93.594499,82.533274,88.131322
565,0.136134,93.624667,82.649512,88.007986
566,0.119231,93.599823,82.638421,88.114463
567,0.116702,93.500444,82.689885,88.187666
568,0.116384,93.565217,82.724046,88.167702
569,0.117671,93.635315,82.786602,88.284383
570,0.123396,94.082520,83.220497,88.319432
571,0.122541,94.246673,83.370009,88.515972
572,0.116763,94.469388,83.511979,88.561668
573,0.117815,94.361579,83.555457,88.517303
574,0.111066,94.239574,83.322094,88.621118
575,0.114886,94.235581,83.354925,88.568767
576,0.113626,94.338953,83.447205,88.614907
577,0.114493,94.406832,83.481810,88.586957
578,0.116598,94.488021,83.555457,88.631766
579,0.114229,94.623780,83.686335,88.937001
580,0.120655,94.981810,83.925909,89.090506
581,0.123731,94.828749,83.830967,88.863354
582,0.119720,94.594499,83.564774,88.736469
583,0.113972,94.860692,83.799024,88.851819
584,0.115862,94.903283,83.785271,88.810559
585,0.117403,94.858030,83.772848,88.692547
586,0.143178,94.902396,83.864241,88.940106
587,0.142037,94.786158,83.712067,88.854037
588,0.125249,94.744011,83.722715,88.872227
589,0.136350,94.582964,83.651287,88.729370
590,0.147195,94.736025,83.504437,88.546140
591,0.165121,94.788820,83.558119,88.596717
592,0.251119,94.760870,83.584295,88.505768
593,0.127150,94.789264,83.783496,88.856699
594,0.134576,94.859805,83.780834,88.932121
595,0.136931,94.788820,83.651287,88.879769
596,0.115060,94.826531,83.657941,88.848270
597,0.118883,94.828305,83.657498,88.797693
598,0.123454,94.704525,83.659272,88.685448
599,0.122770,94.701420,83.704969,88.633984
600,0.113798,94.709406,83.674800,88.707631
601,0.116140,94.859361,83.740018,88.685892
602,0.125490,94.861136,83.731145,88.781278
603,0.111443,94.885537,83.776841,88.929459
604,0.125853,94.742680,83.786602,88.843390
605,0.122875,94.455191,83.564330,88.616681
606,0.120029,94.248891,83.263531,88.283940
607,0.116409,94.150843,83.199201,88.273292
608,0.110432,94.046140,83.100266,88.152618
609,0.142784,94.055901,83.131766,88.156610
610,0.119155,94.074534,83.200532,88.107365
611,0.138599,94.095386,83.216948,88.164596
612,0.130922,94.177906,83.265306,88.218279
613,0.129498,94.174357,83.187223,88.259982
614,0.118581,92.073016,80.997279,86.189116
615,0.115003,92.063039,80.985941,86.192290
616,0.117207,94.560337,83.603815,88.153949
617,0.114375,94.322094,83.312334,87.876664
618,0.113323,94.150399,83.094499,87.797693
619,0.113391,94.115794,83.028394,87.805679
620,0.107395,94.171695,82.997782,87.507098
621,0.119298,94.161491,83.083851,87.646406
622,0.109088,94.134871,83.129104,87.662378
623,0.122529,94.211624,83.216948,87.956965
624,0.140285,94.176131,83.195209,87.801686
625,0.179038,94.119787,83.178350,87.821650
626,0.113937,94.092724,83.138421,87.874445
627,0.173758,94.123780,83.098935,87.840728
628,0.163992,94.106034,83.114907,87.857587
629,0.114859,94.022183,83.190772,87.687666
630,0.113150,94.055013,83.090949,87.707631
631,0.164183,93.622005,82.763088,87.627329
632,0.146057,93.600266,82.800355,87.620231
633,0.115847,93.793256,82.876220,87.784383
634,0.112718,94.056788,83.135315,87.924579
