iter,t2,sumr,sumg,sumb
635,0.157759,94.160160,83.263088,88.128217
636,0.115527,94.179237,83.255546,88.051020
637,0.116507,94.190772,83.281721,88.106477
638,0.111337,91.865760,80.945125,85.965986
639,0.119635,94.692990,83.795475,88.343833
640,0.131713,94.761757,83.834073,88.354481
641,0.107670,94.901952,84.048802,88.551908
642,0.110784,94.960071,84.171695,88.778616
643,0.111893,94.876220,84.188997,88.695209
644,0.115954,95.167702,84.315883,88.879769
645,0.111549,95.223602,84.385093,88.834073
646,0.116308,95.224933,84.382431,88.912600
647,0.121881,95.161934,84.440994,88.891748
648,0.122975,95.103372,84.455634,89.139752
649,0.110077,95.186335,84.488465,89.024401
650,0.118856,95.078083,84.467169,88.996007
651,0.118957,92.263946,81.609524,86.640816
652,0.116781,92.239002,81.585034,86.640816
653,0.110073,92.283900,81.590930,86.648073
654,0.118781,92.242177,81.593651,86.570522
655,0.117437,94.625998,84.079858,88.799911
656,0.113265,94.569654,84.168146,88.675244
657,0.113139,94.587400,84.170364,88.685448
658,0.108305,94.555457,84.000444,88.674800
659,0.128250,94.553239,83.961846,88.798137
660,0.111653,94.562999,83.959627,88.689441
661,0.112553,94.595386,83.943656,88.696983
662,0.108404,94.530612,83.975155,88.880213
663,0.123800,94.641970,84.030612,88.862910
664,0.116397,94.590062,84.129991,88.900621
665,0.117462,94.505768,83.951642,88.834516
666,0.120680,94.566105,83.889530,88.760426
667,0.112713,94.668146,83.910382,88.818988
668,0.123351,94.633097,83.683673,88.872671
669,0.116520,94.710736,83.782165,88.869122
670,0.119935,94.665484,83.925022,88.761757
671,0.122406,94.672138,83.922804,88.826531
672,0.106657,94.516415,83.792369,88.738243
673,0.114606,94.560337,83.687666,88.740461
674,0.119057,94.560337,83.699201,88.729814
675,0.113702,94.567879,83.692547,88.654392
676,0.123870,94.638421,83.725377,88.771074
677,0.112630,94.664596,83.854481,88.889530
678,0.114635,94.637533,83.854481,89.026619
679,0.120211,94.589618,83.805235,88.823869
680,0.122302,94.558119,83.739574,88.834516
681,0.106426,94.677462,83.701420,88.838066
682,0.161619,94.716504,83.708962,88.843833
683,0.149813,94.766637,83.756877,88.758208
684,0.134587,94.784827,83.891748,88.675244
685,0.115831,94.712511,83.729370,88.665927
686,0.117392,94.618012,83.611358,88.584295
687,0.121215,94.614907,83.583851,88.571429
688,0.117720,94.668589,83.558563,88.628217
689,0.109926,94.654836,83.551464,88.635759
690,0.113570,94.715617,83.719610,88.712067
691,0.113382,94.792369,83.775510,88.686779
692,0.117663,94.668146,83.653949,88.547915
693,0.122172,94.682343,83.642413,88.555901
694,0.115519,94.645075,83.628660,88.532387
695,0.114511,94.593611,83.612689,88.569654
696,0.112631,94.700976,83.700089,88.579414
697,0.128453,94.907276,83.942768,88.778616
698,0.114787,94.938776,83.932564,88.830524
699,0.120804,94.877551,83.799024,88.705413
700,0.130894,94.881100,83.777728,88.766637
701,0.117540,94.873114,83.811446,88.657054
702,0.121724,94.863354,83.789707,88.877995
703,0.123541,94.918811,83.898846,88.875333
704,0.128370,94.921029,83.884206,88.811003
705,0.156222,94.915262,83.987578,88.801686
706,0.142919,94.893523,83.964951,88.893523
707,0.126811,94.924579,83.976930,89.031943
708,0.129124,95.020408,84.005768,89.077196
709,0.182815,95.011091,84.009317,89.116681
710,0.190387,95.055013,84.270186,89.258208
711,0.123158,95.102041,84.179237,89.199645
712,0.142475,95.090506,84.159272,89.166371
713,0.127723,95.187666,84.133540,89.141526
714,0.132690,95.223602,84.161491,89.144188
715,0.121515,95.172582,84.163265,89.142413
716,0.140600,95.094055,84.248004,89.118012
717,0.144139,95.194321,84.179237,89.145075
718,0.122951,95.033274,84.029281,89.007098
719,0.110921,95.044809,84.017303,88.835404
720,0.118524,94.993789,83.961846,88.960071
721,0.106783,94.915705,83.897516,88.833629
722,0.121267,94.938776,83.957409,88.972937
723,0.118192,95.078971,84.027950,88.905501
724,0.113246,95.086513,84.032831,88.991127
725,0.118642,95.070098,84.060781,88.906832
726,0.127282,94.814108,83.814108,88.827862
727,0.114248,94.822094,83.825200,88.906389
728,0.121298,94.670807,83.566105,88.944987
729,0.117844,94.704082,83.641083,88.996007
730,0.114808,94.917480,83.856699,88.988465
731,0.128314,94.870896,83.869565,89.025732
732,0.118178,94.656167,83.697870,88.940994
733,0.124561,94.669476,83.694321,88.995563
734,0.112416,94.709406,83.718722,88.953416
735,0.110216,94.793256,83.717835,88.911713
736,0.114975,94.728483,83.792813,88.837622
737,0.136512,94.754215,83.786602,88.794587
738,0.135003,91.980045,81.078458,86.498866
739,0.121572,94.478261,83.616238,88.553682
740,0.132557,94.491127,83.623336,88.764862
741,0.128189,94.520408,83.585626,88.775067
742,0.117754,94.604703,83.635315,89.090062
743,0.118092,94.612689,83.788820,89.120674
744,0.117639,94.688554,83.707631,88.936114
745,0.131139,94.561668,83.574091,88.846051
746,0.118267,94.550133,83.509760,88.912600
747,0.115746,94.475599,83.534161,88.769743
748,0.155386,94.411269,83.529725,88.912600
749,0.124640,94.446761,83.644632,88.768855
750,0.115748,94.505768,83.646406,88.796806
751,0.112246,94.471606,83.683230,88.727152
752,0.120206,94.479592,83.656610,88.681455
753,0.114554,94.429902,83.565661,88.573203
754,0.117890,94.492902,83.549246,88.586069
755,0.109197,94.555013,83.592280,88.569210
756,0.111144,94.574534,83.704082,88.699645
757,0.112197,94.707187,83.829636,88.788820
758,0.119999,94.723602,83.954747,88.869122
759,0.126427,94.612245,83.862910,88.884650
760,0.127791,94.576309,83.785271,88.893079
761,0.134351,94.622449,83.774179,88.972937
762,0.110310,94.598492,83.778172,88.922360
763,0.116940,94.636202,83.799024,88.920142
764,0.121110,94.605590,83.875333,88.848270
765,0.105554,94.595830,83.940106,88.876664
766,0.112989,94.612245,83.871783,88.897516
767,0.115589,94.626442,83.849157,88.960071
768,0.114650,94.555457,83.856256,88.895741
769,0.115373,94.632209,83.835847,88.818101
770,0.114843,94.509760,83.877551,88.763531
771,0.114095,94.516859,83.874889,88.809672
772,0.149973,94.456078,83.890861,88.810115
773,0.112356,94.530169,83.996451,88.822538
774,0.125578,94.469831,83.906832,88.752440
775,0.117612,94.592724,83.938776,88.806566
776,0.124580,94.541704,83.903283,88.895297
777,0.109773,94.669476,83.939663,88.872227
778,0.112283,94.715173,83.957853,88.881544
779,0.110782,94.784383,84.073647,89.092280
780,0.108282,94.785271,84.118900,88.985359
781,0.110691,94.746229,84.136646,89.159716
782,0.111936,94.746673,84.153949,89.190772
783,0.127649,94.956522,84.239130,89.210293
784,0.124457,95.095386,84.267968,89.278616
785,0.109540,95.080302,84.250665,89.317657
786,0.132328,94.980923,84.187223,89.397072
787,0.173706,94.937445,84.227152,89.364241
788,0.112362,94.861579,83.934783,89.229814
789,0.119314,94.714729,83.827418,89.168146
790,0.108232,94.692103,83.783052,89.070098
791,0.122019,94.791038,83.804791,89.135759
792,0.114010,94.822094,83.907720,88.968944
793,0.109687,94.838953,83.939663,89.011979
794,0.121636,94.879769,83.896185,89.052351
795,0.132937,95.016415,83.953416,88.864241
796,0.105384,95.071872,83.908163,88.896185
797,0.122251,94.978705,83.838066,88.696983
798,0.109281,94.821207,83.645963,88.555457
799,0.116401,94.744011,83.668589,88.529281
800,0.114401,94.744454,83.829636,88.718722
801,0.106357,94.795475,83.856699,88.689441
802,0.118176,94.881100,83.814108,88.780390
803,0.109645,94.823869,83.747116,88.665040
804,0.106779,94.803461,83.675244,88.594499
805,0.129178,94.783496,83.675244,88.610914
806,0.110874,94.858917,83.794587,88.720941
807,0.108398,94.874445,83.877107,88.855368
808,0.123192,94.830967,83.900621,88.894410
809,0.112065,94.835404,83.872227,88.939663
810,0.111572,94.849157,83.884206,88.955191
811,0.109849,94.890861,83.899734,88.940550
812,0.112980,94.895297,83.952085,89.022626
813,0.113214,94.994676,84.072760,89.151287
814,0.122274,95.050577,84.132653,89.117569
815,0.110879,95.059450,84.244011,89.313221
816,0.118641,95.120231,84.360248,89.341171
817,0.115698,95.166371,84.366016,89.320763
818,0.117840,95.322981,84.420586,89.353150
819,0.109890,95.332298,84.407720,89.431677
820,0.115079,95.204969,84.408163,89.329193
821,0.118662,95.165040,84.407720,89.241349
822,0.104734,95.106921,84.341171,89.420586
823,0.113603,94.809672,84.090506,89.205413
824,0.116456,94.798137,84.050133,89.145519
825,0.112238,94.831854,83.939663,89.046584
826,0.111213,94.571429,83.571872,88.662378
827,0.111538,94.499556,83.463620,88.579414
828,0.112598,94.141526,83.387311,88.437888
829,0.113136,94.322094,83.531056,88.477374
830,0.118037,94.196096,83.428128,88.445874
831,0.118527,94.145519,83.310115,88.391748
832,0.106839,94.188554,83.271961,88.481366
833,0.112281,94.159716,83.198314,88.274179
834,0.110239,94.129104,83.197870,88.344720
835,0.114002,94.173026,83.195209,88.147294
836,0.114756,94.106921,83.311446,88.405501
837,0.117075,94.566992,83.590949,88.669920
838,0.113045,94.601154,83.603815,88.643744
839,0.115631,94.507542,83.476486,88.676575
840,0.112171,94.881100,83.769299,88.999556
841,0.112328,94.572760,83.480479,88.789264
842,0.227771,94.367347,83.364241,88.607365
843,0.208068,94.350488,83.420586,88.617569
844,0.187837,94.132653,83.034605,88.062999
845,0.113940,94.070541,82.949423,88.104259
846,0.112606,93.675688,82.618900,87.847382
847,0.108012,93.605146,82.556788,87.844277
848,0.109344,93.347826,82.360692,87.572760
849,0.107373,93.360692,82.332742,87.460071
850,0.133228,93.181012,82.154392,87.180568
851,0.131990,93.324756,82.216504,87.334960
852,0.118703,93.358917,82.154836,87.360248
853,0.114858,93.470275,82.285271,87.447649
854,0.118932,93.469388,82.427684,87.509317
855,0.105594,93.574978,82.447205,87.434783
856,0.121528,93.646850,82.550577,87.555013
857,0.108162,93.680124,82.495120,87.560337
858,0.110134,93.594055,82.524401,87.526176
859,0.110241,93.736469,82.593611,87.617569
860,0.109885,93.850488,82.758651,87.803017
861,0.112408,93.814108,82.743123,87.841615
862,0.114258,94.129547,83.098935,88.201863
863,0.115057,94.402396,83.348270,88.497338
864,0.175529,94.423691,83.313221,88.401952
865,0.176112,94.458296,83.339840,88.488021
866,0.124086,94.291925,83.163265,88.287489
867,0.124124,94.465839,83.334073,88.441437
868,0.133408,94.424135,83.299024,88.392192
869,0.126712,94.313221,83.252884,88.381100
870,0.117188,94.438776,83.357143,88.630435
871,0.117473,94.159272,83.122893,88.346495
872,0.133045,93.964951,82.858474,87.985803
873,0.108562,93.925022,82.881100,87.999556
874,0.121898,93.928128,82.998225,88.034605
875,0.112417,93.978261,82.988909,88.161047
876,0.115100,93.949867,82.919255,88.161491
877,0.113395,94.024845,82.910825,88.170807
878,0.113750,94.061668,82.896628,88.060337
879,0.120816,94.077640,83.007542,88.097604
880,0.114530,94.042147,83.009760,88.181012
881,0.121497,94.086069,83.042591,88.192547
882,0.116339,94.151730,83.116681,88.187223
883,0.122586,94.144632,83.135759,88.202307
884,0.117957,94.164596,83.083407,88.244454
885,0.105704,94.191216,83.125998,88.334516
886,0.118059,94.145075,83.141970,88.371783
887,0.120792,94.078083,83.134428,88.245785
888,0.109228,94.420142,83.508429,88.628660
889,0.111091,94.260426,83.403283,88.633984
890,0.112053,94.164153,83.339397,88.545253
891,0.123366,94.118900,83.253327,88.416149
892,0.117059,94.245785,83.306566,88.594942
893,0.110618,93.901508,83.062112,88.623336
894,0.115295,94.125998,83.302573,88.912600
895,0.107085,94.244011,83.301686,88.879769
896,0.116386,94.417036,83.550577,89.177462
897,0.120308,94.414374,83.492014,89.124667
898,0.120283,94.329636,83.433895,89.160160
899,0.127088,94.268855,83.408163,89.190328
900,0.111769,94.249778,83.356256,88.974268
901,0.110723,94.202751,83.333185,88.955191
902,0.113785,94.120674,83.327862,88.844277
903,0.109748,94.189441,83.379326,88.864685
904,0.108055,94.185448,83.393966,88.811446
905,0.111611,93.971606,83.212955,88.593611
906,0.111454,93.923248,83.185004,88.549246
907,0.131289,93.951198,83.029281,88.434339
908,0.110426,93.953416,83.033718,88.450311
909,0.108783,93.968057,83.135315,88.616681
910,0.114627,93.993789,83.237799,88.653505
911,0.128862,94.084738,83.314108,88.549246
912,0.121636,94.044366,83.242680,88.500444
913,0.123270,91.532880,80.704308,86.580045
914,0.108161,91.500680,80.589569,86.588662
915,0.116865,91.548753,80.611791,86.534240
916,0.107125,91.431746,80.619048,86.458503
917,0.122593,91.565533,80.652154,86.355556
918,0.120395,91.504308,80.707029,86.429478
919,0.109879,91.404535,80.665760,86.371882
920,0.117853,91.326531,80.515193,86.279365
921,0.122519,91.343311,80.346485,86.153288
922,0.113236,91.349660,80.351927,86.167800
923,0.132652,93.772848,82.874445,88.425466
924,0.111416,93.753771,82.867347,88.405945
925,0.117288,93.737356,82.912156,88.358474
926,0.109848,93.714286,82.860248,88.321207
927,0.117716,91.143764,80.280272,86.056689
928,0.112658,91.222222,80.292971,86.177324
929,0.119304,91.299320,80.345125,86.283447
930,0.111579,91.249433,80.341950,86.308390
931,0.115483,91.175510,80.287075,86.315646
932,0.112328,90.967800,80.289342,86.014512
933,0.122036,90.920635,80.183220,86.023583
934,0.137326,90.963719,80.166440,86.018141
935,0.119371,90.988209,80.199546,86.057143
936,0.111649,90.967347,80.211338,85.986848
937,0.118860,90.759184,80.128345,85.790023
938,0.117294,91.391111,80.830667,86.500000
939,0.119148,91.289778,80.818222,86.434222
940,0.115546,91.306667,80.783111,86.410222
941,0.108573,91.281778,80.816889,86.512444
942,0.112519,93.879130,83.380000,88.630000
943,0.119056,93.875652,83.388261,88.622609
944,0.193613,93.754215,83.314996,88.837622
945,0.135785,93.899734,83.445430,88.999113
946,0.122906,91.319274,81.023583,86.752381
947,0.127400,91.767556,81.502222,87.399556
948,0.115217,95.147737,84.866016,90.490683
949,0.113098,95.164153,84.846051,90.495120
950,0.114938,94.005652,83.913478,89.237391
951,0.114453,94.024348,83.953478,89.333478
952,0.129016,91.548444,81.511556,87.289333
953,0.127250,91.579111,81.494667,87.163556
954,0.136738,91.434667,81.263556,87.017778
955,0.178957,91.556444,81.220444,86.946667
956,0.195629,91.484444,81.258667,87.017333
957,0.119063,91.494667,81.319556,87.028444
958,0.121576,91.480889,81.291556,86.936000
959,0.121530,91.330667,81.168889,86.974222
960,0.117077,91.392444,81.190667,86.987111
961,0.108601,91.457333,81.196444,87.020444
962,0.126096,91.291111,81.009778,86.769778
963,0.120000,91.222667,80.950222,86.736000
964,0.115713,90.873333,80.712889,86.458667
965,0.111449,90.947556,80.722222,86.479556
966,0.111028,90.911111,80.736444,86.520444
967,0.123323,93.363913,83.019565,88.456522
968,0.116764,90.932889,80.580000,86.313778
969,0.116547,91.209778,80.867556,86.560000
970,0.113331,92.793651,82.253061,88.073016
971,0.111393,92.988662,82.609070,88.453061
972,0.116879,92.654630,82.306019,88.382407
973,0.117938,92.859722,82.418981,88.505556
974,0.109891,92.808796,82.395370,88.451852
975,0.114322,92.653704,82.337037,88.422685
976,0.115471,92.635648,82.293519,88.275000
977,0.109408,92.794907,82.362500,88.339352
978,0.125420,92.821759,82.392593,88.441204
979,0.120219,92.874074,82.454630,88.401389
980,0.118439,95.262681,84.889493,90.509511
981,0.116124,95.246377,84.923007,90.543478
982,0.111287,95.020833,84.675272,90.375000
983,0.146784,95.756877,85.332298,90.890861
984,0.154259,95.764419,85.303017,90.870009
985,0.123013,95.739574,85.299911,90.811890
986,0.114671,94.899457,84.548007,90.184330
987,0.116131,94.930254,84.643569,90.156250
988,0.119878,95.823425,85.416149,90.773736
989,0.126483,95.592280,85.216060,90.510648
990,0.115097,95.348270,84.925022,90.151730
991,0.116503,95.130435,84.696096,89.842502
992,0.125376,94.745342,84.335847,89.213398
993,0.214172,94.673469,84.217835,89.022626
994,0.206555,94.169033,83.427684,87.465839
995,0.203782,93.433877,82.696558,87.155344
996,0.219809,94.387311,83.920586,88.412600
997,0.123251,94.465395,83.983585,88.609139
998,0.122991,94.373114,83.935670,88.652618
999,0.224872,94.177462,83.831854,88.388199
1000,0.240338,93.877995,83.384206,87.511979
1001,0.238433,93.910382,83.543478,87.593611
1002,0.288432,93.944099,83.626442,87.832742
1003,0.220595,94.553682,84.401952,89.582076
1004,0.234556,95.040373,84.988909,90.157054
1005,0.280945,95.141970,84.983141,90.227152
1006,0.199022,93.825217,83.885652,89.002609
1007,0.299232,93.917826,83.965652,89.152174
1008,0.299140,93.930870,84.024783,89.202174
1009,0.205827,93.858696,83.810435,88.929565
1010,0.216840,93.830000,83.812609,89.011739
1011,0.203358,93.833043,83.826522,89.004783
1012,0.241245,94.846051,84.837178,90.149512
1013,0.229578,94.977817,84.744011,90.155723
1014,0.252141,95.016415,84.789264,90.022626
1015,0.206363,92.361905,82.107029,87.727438
1016,0.227739,92.036735,81.670295,87.326077
1017,0.211317,90.741333,80.454667,86.089778
1018,0.195361,90.827111,80.656889,86.188444
1019,0.227687,91.108889,80.896444,86.537778
1020,0.199052,91.047111,80.854667,86.410667
1021,0.209481,91.032000,80.860444,86.440000
1022,0.236028,91.162222,80.852889,86.506667
1023,0.277168,92.266667,81.936054,87.560091
1024,0.212762,92.151927,81.766893,87.550567
1025,0.209688,92.138776,81.672109,87.446259
1026,0.206821,92.073923,81.643991,87.465306
1027,0.197413,92.104308,81.715193,87.390023
1028,0.195731,92.152834,81.732880,87.507029
1029,0.222470,91.096000,80.818667,86.466222
1030,0.220558,91.106667,80.807111,86.531111
1031,0.233433,93.934348,83.713913,89.046087
1032,0.215468,93.946087,83.687391,89.042609
1033,0.225348,91.168444,80.892444,86.627556
1034,0.249102,91.101333,80.897778,86.571111
1035,0.230829,90.603111,80.460889,86.336444
1036,0.816757,91.007556,80.992889,86.786667
1037,0.294462,91.026667,81.128000,87.003556
1038,0.589514,93.989565,83.981739,89.458261
